project_id,industry_type,team_size,seniority_mix_junior,seniority_mix_mid,seniority_mix_senior,budget_planned_usd,budget_planned_inr,budget_actual_usd,budget_actual_inr,duration_planned_weeks,duration_actual_weeks,scope_change_count,client_type,employee_cost_ratio,attrition_events,weekly_burn_rate_variance,outcome_label
DELTA-0580,Healthcare,12,0.485,0.086,0.429,145946.0,12186491,201049.0,16787591,8,10,3,time_and_material,0.606,2,0.112,failed
DELTA-0581,Government,20,0.436,0.094,0.47,555701.0,46401033,602900.0,50342150,8,7,1,time_and_material,0.626,0,0.043,on_track
DELTA-0582,BFSI,14,0.128,0.496,0.376,563273.0,47033295,900209.0,75167451,9,12,7,time_and_material,0.611,3,0.209,failed
DELTA-0583,Telecom,17,0.248,0.412,0.34,170357.0,14224809,195529.0,16326671,10,11,3,time_and_material,0.57,1,0.081,at_risk
DELTA-0584,Healthcare,12,0.5,0.083,0.417,102620.0,8568770,134930.0,11266655,8,9,1,outcome_based,0.589,2,0.148,failed
DELTA-0585,Government,22,0.436,0.094,0.47,469931.0,39239238,550063.0,45930260,16,18,2,outcome_based,0.605,1,0.096,at_risk
DELTA-0586,Energy,22,0.576,0.186,0.238,576767.0,48160044,776993.0,64878915,18,24,1,time_and_material,0.631,3,0.075,at_risk
DELTA-0587,Government,19,0.472,0.099,0.429,69689.0,5819031,89976.0,7512996,8,9,6,fixed_bid,0.51,2,0.131,at_risk
DELTA-0588,Retail,21,0.233,0.398,0.369,67270.0,5617045,78327.0,6540304,14,16,1,time_and_material,0.517,1,0.035,on_track
DELTA-0589,Telecom,8,0.186,0.607,0.207,243465.0,20329327,344421.0,28759153,8,10,2,time_and_material,0.631,2,0.064,failed
DELTA-0590,Manufacturing,18,0.361,0.589,0.05,350257.0,29246459,410066.0,34240511,12,14,2,time_and_material,0.557,1,0.087,on_track
DELTA-0591,BFSI,31,0.156,0.553,0.291,151878.0,12681813,175433.0,14648655,8,8,2,time_and_material,0.504,1,0.121,on_track
DELTA-0592,EdTech,19,0.6,0.253,0.147,366357.0,30590809,519442.0,43373407,14,16,6,time_and_material,0.503,2,0.092,at_risk
DELTA-0593,Manufacturing,8,0.293,0.526,0.181,104911.0,8760068,118329.0,9880471,10,11,3,fixed_bid,0.645,0,0.045,on_track
DELTA-0594,Telecom,14,0.341,0.225,0.434,50000.0,4175000,58116.0,4852686,8,9,3,time_and_material,0.61,0,0.017,on_track
DELTA-0595,Telecom,18,0.48,0.087,0.433,135738.0,11334123,166409.0,13895151,8,9,4,fixed_bid,0.554,1,0.072,on_track
DELTA-0596,Telecom,9,0.353,0.357,0.29,210430.0,17570905,241279.0,20146796,8,8,1,outcome_based,0.545,1,0.041,on_track
DELTA-0597,Manufacturing,6,0.525,0.091,0.384,155087.0,12949764,173802.0,14512467,9,10,2,outcome_based,0.574,0,0.108,on_track
DELTA-0598,Energy,12,0.253,0.315,0.432,70070.0,5850845,87931.0,7342238,11,12,3,fixed_bid,0.605,1,0.09,at_risk
DELTA-0599,Telecom,9,0.32,0.18,0.5,50000.0,4175000,63387.0,5292814,11,12,5,outcome_based,0.559,1,0.098,at_risk
DELTA-0600,Government,14,0.363,0.137,0.5,125156.0,10450526,170029.0,14197421,8,9,4,outcome_based,0.553,2,0.173,failed
DELTA-0601,Manufacturing,5,0.6,0.189,0.211,445917.0,37234069,710902.0,59360317,8,10,3,time_and_material,0.621,2,0.097,failed
DELTA-0602,EdTech,20,0.1,0.4,0.5,615738.0,51414123,773300.0,64570550,8,10,0,time_and_material,0.582,3,0.055,at_risk
DELTA-0603,Telecom,10,0.51,0.096,0.394,578933.0,48340905,723772.0,60434962,17,17,4,fixed_bid,0.574,1,0.075,at_risk
DELTA-0604,Government,27,0.6,0.31,0.09,95385.0,7964647,117983.0,9851580,8,8,1,fixed_bid,0.595,1,0.078,on_track
DELTA-0605,Energy,12,0.441,0.221,0.338,70379.0,5876646,75472.0,6301912,8,8,1,time_and_material,0.486,0,0.019,on_track
DELTA-0606,Retail,14,0.192,0.494,0.314,310820.0,25953470,377410.0,31513735,8,8,2,time_and_material,0.603,1,0.083,at_risk
DELTA-0607,Energy,13,0.5,0.083,0.417,352071.0,29397928,491470.0,41037745,11,14,1,time_and_material,0.599,3,0.153,failed
DELTA-0608,EdTech,9,0.244,0.299,0.457,284973.0,23795245,394197.0,32915449,8,9,6,fixed_bid,0.52,1,0.076,failed
DELTA-0609,Telecom,65,0.152,0.348,0.5,50000.0,4175000,58254.0,4864209,13,14,3,time_and_material,0.493,2,0.189,on_track
DELTA-0610,EdTech,11,0.1,0.4,0.5,91108.0,7607518,107027.0,8936754,12,13,1,outcome_based,0.548,1,0.075,on_track
DELTA-0611,Manufacturing,27,0.309,0.191,0.5,193547.0,16161174,221813.0,18521385,8,8,4,time_and_material,0.581,1,0.109,on_track
DELTA-0612,Healthcare,7,0.176,0.324,0.5,308197.0,25734449,392320.0,32758720,9,10,2,fixed_bid,0.581,1,0.083,at_risk
DELTA-0613,Telecom,18,0.335,0.435,0.23,396557.0,33112509,547560.0,45721260,8,9,6,outcome_based,0.641,2,0.145,failed
DELTA-0614,Healthcare,19,0.502,0.381,0.117,226347.0,18899974,289399.0,24164816,8,8,1,fixed_bid,0.583,2,0.042,at_risk
DELTA-0615,Government,14,0.442,0.093,0.465,267722.0,22354787,319524.0,26680254,8,8,3,fixed_bid,0.515,0,0.078,on_track
DELTA-0616,Retail,10,0.504,0.178,0.318,214567.0,17916344,280405.0,23413817,10,12,1,outcome_based,0.561,2,0.111,failed
DELTA-0617,BFSI,12,0.455,0.209,0.336,368448.0,30765408,492266.0,41104211,11,12,4,time_and_material,0.541,2,0.129,at_risk
DELTA-0618,EdTech,11,0.35,0.476,0.174,263439.0,21997156,296537.0,24760839,10,11,3,time_and_material,0.572,0,0.066,on_track
DELTA-0619,Energy,62,0.5,0.083,0.417,210905.0,17610567,281213.0,23481285,8,10,2,time_and_material,0.654,5,0.101,failed
DELTA-0620,Retail,14,0.525,0.093,0.382,156133.0,13037105,200768.0,16764128,13,16,0,outcome_based,0.593,3,0.066,failed
DELTA-0621,Telecom,20,0.477,0.087,0.436,213878.0,17858813,290633.0,24267855,9,9,1,outcome_based,0.552,4,0.076,at_risk
DELTA-0622,Healthcare,43,0.244,0.502,0.254,307469.0,25673661,383420.0,32015570,13,14,1,time_and_material,0.596,2,0.135,at_risk
DELTA-0623,Energy,8,0.292,0.208,0.5,252894.0,21116649,269704.0,22520284,8,8,1,time_and_material,0.549,0,0.082,on_track
DELTA-0624,Healthcare,15,0.589,0.24,0.171,280055.0,23384592,328766.0,27451961,8,8,4,fixed_bid,0.461,0,0.066,on_track
DELTA-0625,Manufacturing,12,0.38,0.519,0.101,665603.0,55577850,710288.0,59309048,13,13,1,fixed_bid,0.521,0,0.023,on_track
DELTA-0626,Healthcare,14,0.525,0.107,0.368,252368.0,21072728,336254.0,28077209,8,9,2,time_and_material,0.615,2,0.113,at_risk
DELTA-0627,Manufacturing,13,0.435,0.364,0.201,110846.0,9255641,132625.0,11074187,8,8,1,outcome_based,0.609,1,0.068,at_risk
DELTA-0628,Government,9,0.279,0.368,0.353,440315.0,36766302,578819.0,48331386,9,10,3,fixed_bid,0.665,1,0.043,failed
DELTA-0629,Energy,16,0.51,0.093,0.397,58129.0,4853771,69994.0,5844499,15,17,1,time_and_material,0.588,2,0.042,at_risk
DELTA-0630,Energy,7,0.247,0.516,0.237,75111.0,6271768,89095.0,7439432,10,11,2,time_and_material,0.628,0,0.054,on_track
DELTA-0631,BFSI,26,0.101,0.705,0.194,268945.0,22456907,297161.0,24812943,10,11,2,time_and_material,0.6,1,0.059,on_track
DELTA-0632,Telecom,21,0.587,0.098,0.315,316398.0,26419233,405137.0,33828939,14,17,4,fixed_bid,0.62,1,0.078,at_risk
DELTA-0633,Manufacturing,11,0.475,0.165,0.36,64825.0,5412887,80762.0,6743627,9,10,3,outcome_based,0.622,0,0.08,at_risk
DELTA-0634,BFSI,11,0.339,0.351,0.31,140851.0,11761058,158058.0,13197843,8,8,1,time_and_material,0.615,0,0.09,on_track
DELTA-0635,Healthcare,17,0.529,0.088,0.383,115211.0,9620118,165130.0,13788355,13,14,4,time_and_material,0.613,2,0.099,failed
DELTA-0636,Healthcare,9,0.422,0.102,0.476,128282.0,10711547,162075.0,13533262,8,9,2,fixed_bid,0.554,1,0.049,at_risk
DELTA-0637,BFSI,44,0.334,0.281,0.385,464742.0,38805957,696736.0,58177456,12,14,3,fixed_bid,0.477,6,0.14,failed
DELTA-0638,Energy,18,0.6,0.191,0.209,375440.0,31349240,488273.0,40770795,8,9,4,outcome_based,0.598,2,0.056,failed
DELTA-0639,Healthcare,18,0.5,0.083,0.417,195397.0,16315649,260016.0,21711336,10,12,2,outcome_based,0.592,2,0.068,at_risk
DELTA-0640,EdTech,22,0.488,0.369,0.143,121617.0,10155019,154614.0,12910269,9,10,2,time_and_material,0.542,3,0.068,on_track
DELTA-0641,Government,10,0.6,0.107,0.293,59001.0,4926583,63152.0,5273192,16,15,3,time_and_material,0.521,0,0.041,on_track
DELTA-0642,Government,28,0.454,0.374,0.172,713663.0,59590860,1042696.0,87065116,8,10,4,outcome_based,0.577,5,0.163,failed
DELTA-0643,EdTech,15,0.6,0.222,0.178,338710.0,28282285,410238.0,34254873,8,8,2,fixed_bid,0.604,0,0.126,at_risk
DELTA-0644,BFSI,26,0.6,0.317,0.083,105239.0,8787456,133324.0,11132554,12,14,1,time_and_material,0.596,1,0.177,at_risk
DELTA-0645,EdTech,13,0.372,0.482,0.146,379890.0,31720815,476777.0,39810879,12,12,9,fixed_bid,0.533,0,0.157,at_risk
DELTA-0646,Manufacturing,32,0.333,0.44,0.227,186614.0,15582269,253045.0,21129257,9,12,2,time_and_material,0.54,6,0.18,at_risk
DELTA-0647,Manufacturing,18,0.519,0.087,0.394,153522.0,12819087,227029.0,18956921,8,11,3,time_and_material,0.597,4,0.093,failed
DELTA-0648,BFSI,55,0.6,0.111,0.289,294104.0,24557684,422427.0,35272654,8,10,2,time_and_material,0.608,5,0.156,failed
DELTA-0649,EdTech,11,0.221,0.622,0.157,101992.0,8516332,121940.0,10181990,14,16,2,fixed_bid,0.641,1,0.191,at_risk
DELTA-0650,Manufacturing,16,0.56,0.093,0.347,145891.0,12181898,168190.0,14043865,8,9,2,fixed_bid,0.564,1,0.067,on_track
DELTA-0651,Energy,8,0.5,0.303,0.197,221752.0,18516292,323514.0,27013419,11,14,1,outcome_based,0.653,3,0.115,failed
DELTA-0652,EdTech,10,0.589,0.098,0.313,126816.0,10589136,156972.0,13107162,8,8,3,outcome_based,0.58,1,0.053,at_risk
DELTA-0653,Energy,21,0.522,0.211,0.267,363006.0,30311001,439388.0,36688898,8,9,2,outcome_based,0.542,3,0.085,at_risk
DELTA-0654,Manufacturing,29,0.345,0.381,0.274,1068920.0,89254820,1482965.0,123827577,19,24,4,time_and_material,0.608,2,0.161,at_risk
DELTA-0655,Government,80,0.3,0.439,0.261,100823.0,8418720,109623.0,9153520,10,11,1,time_and_material,0.555,4,0.07,on_track
DELTA-0656,Manufacturing,14,0.469,0.088,0.443,50000.0,4175000,70049.0,5849091,19,22,2,time_and_material,0.583,3,0.129,failed
DELTA-0657,Energy,8,0.56,0.107,0.333,50000.0,4175000,55871.0,4665228,8,8,0,fixed_bid,0.596,0,0.068,on_track
DELTA-0658,Retail,23,0.137,0.693,0.17,173612.0,14496602,224566.0,18751261,12,13,3,time_and_material,0.588,3,0.092,at_risk
DELTA-0659,Telecom,7,0.511,0.254,0.235,109442.0,9138407,134076.0,11195346,8,9,2,time_and_material,0.616,0,0.157,at_risk
DELTA-0660,Healthcare,20,0.528,0.1,0.372,239683.0,20013530,322558.0,26933593,10,13,1,outcome_based,0.593,3,0.134,failed
DELTA-0661,EdTech,11,0.272,0.228,0.5,223985.0,18702747,283134.0,23641689,14,16,3,time_and_material,0.59,1,0.125,on_track
DELTA-0662,Retail,16,0.6,0.314,0.086,50000.0,4175000,66597.0,5560849,8,9,2,fixed_bid,0.573,2,0.045,at_risk
DELTA-0663,Manufacturing,28,0.447,0.379,0.174,50000.0,4175000,65027.0,5429754,8,9,2,fixed_bid,0.646,3,0.083,at_risk
DELTA-0664,Government,13,0.523,0.19,0.287,259455.0,21664492,335014.0,27973669,8,10,4,fixed_bid,0.634,1,0.084,at_risk
DELTA-0665,BFSI,26,0.6,0.287,0.113,224557.0,18750509,270457.0,22583159,8,8,2,time_and_material,0.608,1,0.076,on_track
DELTA-0666,Manufacturing,25,0.344,0.37,0.286,135504.0,11314584,181000.0,15113500,10,13,1,time_and_material,0.602,4,0.063,at_risk
DELTA-0667,Government,5,0.555,0.092,0.353,50000.0,4175000,68417.0,5712819,13,15,3,outcome_based,0.552,1,0.125,at_risk
DELTA-0668,Telecom,8,0.534,0.089,0.377,303838.0,25370473,386345.0,32259807,9,11,6,fixed_bid,0.572,0,0.057,at_risk
DELTA-0669,Manufacturing,5,0.483,0.092,0.425,624501.0,52145833,836864.0,69878144,13,15,0,fixed_bid,0.602,1,0.043,failed
DELTA-0670,Energy,49,0.199,0.504,0.297,255297.0,21317299,324513.0,27096835,10,11,1,fixed_bid,0.618,3,0.098,at_risk
DELTA-0671,BFSI,13,0.482,0.086,0.432,92713.0,7741535,108391.0,9050648,8,8,4,outcome_based,0.616,0,0.05,on_track
DELTA-0672,Government,43,0.261,0.592,0.147,206921.0,17277903,228455.0,19075992,8,7,1,fixed_bid,0.621,0,0.017,on_track
DELTA-0673,Government,5,0.5,0.083,0.417,58133.0,4854105,79151.0,6609108,13,17,3,fixed_bid,0.651,1,0.033,failed
DELTA-0674,Government,10,0.545,0.091,0.364,515124.0,43012854,559019.0,46678086,12,12,0,time_and_material,0.566,0,0.01,on_track
DELTA-0675,Telecom,24,0.349,0.533,0.118,213984.0,17867664,261495.0,21834832,11,12,4,outcome_based,0.63,1,0.049,at_risk
DELTA-0676,Manufacturing,16,0.269,0.543,0.188,50000.0,4175000,62907.0,5252734,8,9,2,time_and_material,0.613,3,0.072,at_risk
DELTA-0677,Telecom,20,0.508,0.085,0.407,151659.0,12663526,205101.0,17125933,8,10,2,fixed_bid,0.602,2,0.034,at_risk
DELTA-0678,EdTech,7,0.11,0.404,0.486,301634.0,25186439,341483.0,28513830,8,8,3,outcome_based,0.592,0,0.108,on_track
DELTA-0679,Healthcare,33,0.6,0.208,0.192,147304.0,12299884,207145.0,17296607,8,10,4,outcome_based,0.606,3,0.093,failed
DELTA-0680,Healthcare,23,0.377,0.419,0.204,155079.0,12949096,215162.0,17966027,8,10,5,fixed_bid,0.567,3,0.182,failed
DELTA-0681,EdTech,18,0.251,0.544,0.205,66041.0,5514423,75134.0,6273689,8,9,2,fixed_bid,0.596,0,0.098,on_track
DELTA-0682,Manufacturing,9,0.491,0.097,0.412,331004.0,27638834,432567.0,36119344,12,15,1,time_and_material,0.601,2,0.068,at_risk
DELTA-0683,Energy,18,0.512,0.254,0.234,110899.0,9260066,137252.0,11460542,8,9,3,time_and_material,0.605,1,0.062,at_risk
DELTA-0684,Telecom,12,0.418,0.097,0.485,50000.0,4175000,59693.0,4984365,8,8,3,fixed_bid,0.512,1,0.083,on_track
DELTA-0685,BFSI,5,0.385,0.304,0.311,142324.0,11884054,194093.0,16206765,8,8,9,outcome_based,0.52,0,0.093,at_risk
DELTA-0686,Government,14,0.422,0.096,0.482,480717.0,40139869,596768.0,49830128,8,8,5,time_and_material,0.538,1,0.067,on_track
DELTA-0687,Government,13,0.312,0.395,0.293,140331.0,11717638,171396.0,14311566,8,9,4,fixed_bid,0.582,0,0.086,on_track
DELTA-0688,Manufacturing,28,0.303,0.421,0.276,949970.0,79322495,1367569.0,114192011,25,31,4,time_and_material,0.541,5,0.13,failed
DELTA-0689,Energy,5,0.443,0.189,0.368,292456.0,24420076,338092.0,28230682,14,15,1,time_and_material,0.598,0,0.083,on_track
DELTA-0690,Healthcare,17,0.434,0.335,0.231,269650.0,22515775,341407.0,28507484,14,16,2,time_and_material,0.626,1,0.088,at_risk
DELTA-0691,Healthcare,7,0.407,0.183,0.41,177094.0,14787349,203069.0,16956261,14,16,3,outcome_based,0.626,0,0.095,at_risk
DELTA-0692,Government,18,0.5,0.083,0.417,186939.0,15609406,222361.0,18567143,8,9,2,fixed_bid,0.594,2,0.094,at_risk
DELTA-0693,Manufacturing,18,0.535,0.212,0.253,156830.0,13095305,182051.0,15201258,8,8,4,fixed_bid,0.623,0,0.095,at_risk
DELTA-0694,Telecom,14,0.516,0.227,0.257,151441.0,12645323,169446.0,14148741,8,8,0,time_and_material,0.549,1,0.06,on_track
DELTA-0695,Healthcare,24,0.38,0.443,0.177,320545.0,26765507,389179.0,32496446,16,18,4,time_and_material,0.575,2,0.14,at_risk
DELTA-0696,Telecom,7,0.292,0.224,0.484,85626.0,7149771,109153.0,9114275,8,8,2,time_and_material,0.549,1,0.035,at_risk
DELTA-0697,Energy,28,0.317,0.42,0.263,75485.0,6302997,94474.0,7888579,8,9,5,time_and_material,0.62,2,0.153,at_risk
DELTA-0698,Healthcare,9,0.23,0.448,0.322,72339.0,6040306,90782.0,7580297,8,9,2,time_and_material,0.658,1,0.055,at_risk
DELTA-0699,Healthcare,5,0.6,0.175,0.225,1253047.0,104629424,1556952.0,130005492,15,18,3,time_and_material,0.56,0,0.081,at_risk
DELTA-0700,Retail,12,0.554,0.256,0.19,320394.0,26752899,366232.0,30580372,11,11,4,time_and_material,0.489,0,0.082,on_track
DELTA-0701,Healthcare,5,0.443,0.417,0.14,261461.0,21831993,283551.0,23676508,10,10,1,time_and_material,0.535,0,0.148,on_track
DELTA-0702,EdTech,17,0.32,0.354,0.326,76744.0,6408124,111636.0,9321606,8,9,5,outcome_based,0.548,3,0.142,failed
DELTA-0703,BFSI,12,0.406,0.361,0.233,348365.0,29088477,375303.0,31337800,13,13,4,fixed_bid,0.517,0,0.058,on_track
DELTA-0704,EdTech,31,0.6,0.267,0.133,178990.0,14945665,204604.0,17084434,8,9,1,time_and_material,0.569,1,0.034,on_track
DELTA-0705,Manufacturing,21,0.499,0.087,0.414,241048.0,20127508,266679.0,22267696,8,8,1,outcome_based,0.588,0,0.075,at_risk
DELTA-0706,Manufacturing,6,0.583,0.097,0.32,82540.0,6892090,107146.0,8946691,11,13,2,fixed_bid,0.603,1,0.068,at_risk
DELTA-0707,Telecom,8,0.427,0.348,0.225,229633.0,19174355,257280.0,21482880,8,7,2,time_and_material,0.492,0,0.119,on_track
DELTA-0708,EdTech,20,0.411,0.237,0.352,135747.0,11334874,175321.0,14639303,8,8,2,time_and_material,0.556,3,0.14,at_risk
DELTA-0709,EdTech,24,0.53,0.088,0.382,99802.0,8333467,111804.0,9335634,11,11,4,time_and_material,0.576,0,0.025,on_track
DELTA-0710,EdTech,30,0.353,0.452,0.195,384883.0,32137730,428542.0,35783257,8,8,2,fixed_bid,0.532,1,0.128,on_track
DELTA-0711,Energy,30,0.412,0.472,0.116,50000.0,4175000,66025.0,5513087,8,9,4,time_and_material,0.586,1,0.113,at_risk
DELTA-0712,Healthcare,14,0.354,0.395,0.251,330479.0,27594996,397206.0,33166701,12,14,2,fixed_bid,0.569,1,0.092,at_risk
DELTA-0713,BFSI,18,0.6,0.163,0.237,368073.0,30734095,521408.0,43537568,20,24,5,time_and_material,0.554,3,0.134,at_risk
DELTA-0714,Telecom,32,0.498,0.104,0.398,90068.0,7520678,109013.0,9102585,11,11,4,fixed_bid,0.544,1,0.09,on_track
DELTA-0715,EdTech,12,0.424,0.096,0.48,95006.0,7933001,127469.0,10643661,10,12,3,time_and_material,0.599,3,0.052,failed
DELTA-0716,EdTech,18,0.5,0.083,0.417,162637.0,13580189,188833.0,15767555,11,12,2,time_and_material,0.541,1,0.081,on_track
DELTA-0717,Retail,12,0.255,0.304,0.441,256230.0,21395205,338305.0,28248467,8,9,4,outcome_based,0.501,1,0.061,at_risk
DELTA-0718,Telecom,10,0.6,0.171,0.229,173239.0,14465456,229703.0,19180200,9,11,3,time_and_material,0.574,1,0.161,at_risk
DELTA-0719,EdTech,15,0.6,0.35,0.05,293668.0,24521278,326763.0,27284710,9,9,2,time_and_material,0.559,0,0.078,on_track
DELTA-0720,Telecom,9,0.356,0.289,0.355,971582.0,81127097,1374156.0,114742026,16,19,5,fixed_bid,0.522,2,0.112,at_risk
DELTA-0721,Healthcare,13,0.48,0.406,0.114,125876.0,10510646,166115.0,13870602,9,10,0,fixed_bid,0.584,2,0.112,at_risk
DELTA-0722,Retail,7,0.225,0.38,0.395,50000.0,4175000,61834.0,5163139,9,9,5,fixed_bid,0.59,0,0.108,at_risk
DELTA-0723,Telecom,13,0.586,0.098,0.316,418039.0,34906256,448257.0,37429459,9,10,1,fixed_bid,0.541,1,0.053,on_track
DELTA-0724,BFSI,19,0.6,0.262,0.138,904360.0,75514060,1089703.0,90990200,14,16,1,time_and_material,0.62,1,0.018,at_risk
DELTA-0725,BFSI,10,0.369,0.355,0.276,283081.0,23637263,319660.0,26691610,8,8,1,time_and_material,0.59,1,0.079,on_track
DELTA-0726,Manufacturing,14,0.541,0.093,0.366,74684.0,6236114,90279.0,7538296,8,8,2,fixed_bid,0.582,1,0.084,on_track
DELTA-0727,Retail,16,0.441,0.192,0.367,177814.0,14847469,252982.0,21123997,15,18,3,outcome_based,0.588,3,0.152,failed
DELTA-0728,Retail,19,0.254,0.445,0.301,72644.0,6065774,81989.0,6846081,9,9,2,outcome_based,0.511,0,0.026,on_track
DELTA-0729,Manufacturing,13,0.444,0.494,0.062,354537.0,29603839,423755.0,35383542,10,10,4,fixed_bid,0.632,0,0.112,at_risk
DELTA-0730,Telecom,28,0.429,0.106,0.465,58914.0,4919319,68318.0,5704553,17,19,2,outcome_based,0.596,1,0.086,on_track
DELTA-0731,Retail,5,0.547,0.091,0.362,151733.0,12669705,165570.0,13825095,8,8,2,outcome_based,0.542,0,0.083,on_track
DELTA-0732,BFSI,80,0.6,0.136,0.264,80506.0,6722251,113059.0,9440426,8,9,3,outcome_based,0.573,4,0.174,at_risk
DELTA-0733,BFSI,8,0.571,0.095,0.334,222825.0,18605887,270230.0,22564205,17,19,5,time_and_material,0.578,0,0.083,on_track
DELTA-0734,EdTech,18,0.182,0.603,0.215,142956.0,11936826,183266.0,15302711,8,9,2,time_and_material,0.593,2,0.058,at_risk
DELTA-0735,Healthcare,8,0.235,0.265,0.5,233068.0,19461178,262614.0,21928269,8,8,1,fixed_bid,0.663,0,0.05,on_track
DELTA-0736,Retail,21,0.309,0.301,0.39,202828.0,16936138,243005.0,20290917,8,9,3,time_and_material,0.528,2,0.073,on_track
DELTA-0737,Telecom,17,0.487,0.093,0.42,81797.0,6830049,99051.0,8270758,10,10,2,time_and_material,0.524,2,0.077,on_track
DELTA-0738,Manufacturing,10,0.421,0.097,0.482,349475.0,29181162,489433.0,40867655,12,13,4,time_and_material,0.49,3,0.102,at_risk
DELTA-0739,Manufacturing,28,0.25,0.582,0.168,190253.0,15886125,306456.0,25589076,8,11,3,outcome_based,0.581,8,0.198,failed
DELTA-0740,Telecom,13,0.106,0.745,0.149,81660.0,6818610,105429.0,8803321,8,9,3,time_and_material,0.593,2,0.14,at_risk
DELTA-0741,Energy,20,0.6,0.146,0.254,1493800.0,124732300,2077624.0,173481604,16,20,1,time_and_material,0.587,3,0.113,failed
DELTA-0742,Government,8,0.455,0.091,0.454,305219.0,25485786,350613.0,29276185,11,11,0,outcome_based,0.562,0,0.065,on_track
DELTA-0743,Healthcare,14,0.6,0.212,0.188,173176.0,14460196,272301.0,22737133,8,10,8,outcome_based,0.608,2,0.113,failed
DELTA-0744,Manufacturing,49,0.358,0.429,0.213,710471.0,59324328,1069295.0,89286132,18,23,2,time_and_material,0.56,10,0.235,failed
DELTA-0745,Retail,26,0.547,0.097,0.356,1043023.0,87092420,1305526.0,109011421,19,21,4,time_and_material,0.625,0,0.155,at_risk
DELTA-0746,Healthcare,17,0.177,0.337,0.486,174413.0,14563485,230957.0,19284909,8,9,0,time_and_material,0.622,2,0.164,at_risk
DELTA-0747,Retail,11,0.233,0.429,0.338,271755.0,22691542,298012.0,24884002,8,8,3,time_and_material,0.545,0,0.09,on_track
DELTA-0748,Energy,15,0.517,0.295,0.188,81699.0,6821866,98608.0,8233768,8,8,4,time_and_material,0.56,1,0.098,on_track
DELTA-0749,BFSI,16,0.571,0.095,0.334,174124.0,14539354,217722.0,18179787,8,9,4,fixed_bid,0.568,1,0.104,at_risk
DELTA-0750,Healthcare,19,0.6,0.161,0.239,166182.0,13876197,229476.0,19161246,8,9,2,fixed_bid,0.659,2,0.133,failed
DELTA-0751,EdTech,7,0.324,0.554,0.122,234765.0,19602877,265983.0,22209580,8,8,2,time_and_material,0.541,0,0.021,on_track
DELTA-0752,Manufacturing,22,0.477,0.293,0.23,268198.0,22394533,439847.0,36727224,17,24,4,outcome_based,0.617,5,0.146,failed
DELTA-0753,Healthcare,7,0.298,0.254,0.448,329010.0,27472335,368120.0,30738020,14,16,0,fixed_bid,0.514,1,0.045,on_track
DELTA-0754,Healthcare,39,0.6,0.135,0.265,246194.0,20557199,359133.0,29987605,14,19,4,time_and_material,0.621,6,0.159,failed
DELTA-0755,Healthcare,9,0.6,0.231,0.169,66858.0,5582643,71183.0,5943780,9,9,0,time_and_material,0.607,0,0.087,on_track
DELTA-0756,Government,17,0.5,0.083,0.417,85423.0,7132820,103870.0,8673145,8,9,3,fixed_bid,0.574,1,0.071,at_risk
DELTA-0757,Healthcare,27,0.513,0.252,0.235,121568.0,10150928,142947.0,11936074,8,9,0,fixed_bid,0.613,2,0.026,on_track
DELTA-0758,Retail,12,0.301,0.556,0.143,154196.0,12875366,192544.0,16077424,13,16,7,outcome_based,0.558,0,0.154,at_risk
DELTA-0759,BFSI,18,0.296,0.453,0.251,511803.0,42735550,592904.0,49507484,8,9,2,fixed_bid,0.534,1,0.068,on_track
DELTA-0760,Energy,35,0.6,0.116,0.284,69797.0,5828049,90790.0,7580965,11,13,2,time_and_material,0.654,3,0.12,failed
DELTA-0761,Telecom,20,0.38,0.464,0.156,144109.0,12033101,169623.0,14163520,20,23,1,outcome_based,0.564,2,0.152,at_risk
DELTA-0762,Healthcare,18,0.271,0.438,0.291,468695.0,39136032,570840.0,47665140,16,19,4,time_and_material,0.597,2,0.114,on_track
DELTA-0763,Manufacturing,5,0.489,0.193,0.318,151768.0,12672628,193336.0,16143556,15,16,6,time_and_material,0.619,0,0.056,at_risk
DELTA-0764,Healthcare,8,0.569,0.183,0.248,300852.0,25121142,361754.0,30206459,10,11,2,time_and_material,0.603,0,0.149,on_track
DELTA-0765,Manufacturing,27,0.326,0.393,0.281,175327.0,14639804,224116.0,18713686,13,17,1,outcome_based,0.61,2,0.058,at_risk
DELTA-0766,Retail,20,0.6,0.205,0.195,250472.0,20914412,281245.0,23483957,8,8,1,outcome_based,0.611,0,0.102,on_track
DELTA-0767,Manufacturing,22,0.199,0.534,0.267,161841.0,13513723,200203.0,16716950,12,12,0,outcome_based,0.636,1,0.055,on_track
DELTA-0768,EdTech,21,0.15,0.605,0.245,362347.0,30255974,433176.0,36170196,13,13,4,outcome_based,0.585,0,0.071,at_risk
DELTA-0769,Telecom,32,0.486,0.218,0.296,50000.0,4175000,53335.0,4453472,9,9,1,time_and_material,0.575,0,0.059,on_track
DELTA-0770,BFSI,12,0.453,0.314,0.233,143346.0,11969391,166847.0,13931724,15,16,3,outcome_based,0.517,0,0.08,on_track
DELTA-0771,Manufacturing,15,0.5,0.083,0.417,259604.0,21676934,313517.0,26178669,8,8,4,time_and_material,0.587,0,0.055,on_track
DELTA-0772,Manufacturing,8,0.515,0.184,0.301,321362.0,26833727,431862.0,36060477,8,9,6,fixed_bid,0.619,0,0.095,failed
